,hotel_name,price,rating,distance_from_center,acc_type,city,date_in,date_out,day_in,day_out
13,Agorà Apartment,1010.48,9.4,0.65,Apartment,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
14,Maple Tree Budget Apartments,964.598095238095,8.1,1.60,Apartment,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
15,Hampton By Hilton Budapest City Centre,1450.4521,8.9,0.80,Hotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
16,Benczur Hotel,846.462857142857,8.2,2.20,Hotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
17,Charm Hotel Budapest - formerly Boutique Hotel Budapest,1161.24447619048,8.7,1.10,Hotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
18,Boutique Apartment,1660.5,9.7,0.15,Apartment,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
19,Danubius Hotel Erzsébet City Center,1086.3,7.9,0.65,Hotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
0,Hotel Foldana,1580.81142857143,9.0,3.65,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
1,NH Collection Budapest City Center,1602.11314285714,8.8,1.25,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
2,ZOYA LUXURY RESIDENCE,2751.39876190476,9.3,1.65,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
3,Expo Congress Hotel,1823.46,8.1,5.00,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
4,"A13- Boutique Apartments, Best Location, by BQA",3423.12942857143,8.4,0.95,Apartment,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
5,PEST-BUDA Design Hotel,2289.8200952381,8.9,1.90,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
6,Danubius Hotel Hungaria City Center,1361.7,7.7,1.75,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
7,Hilton Budapest,3138.42,8.8,1.80,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
8,Corvin Plaza Apartments & Suites,4220.35542857143,8.4,1.55,Aparthotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
9,Deluxe Quentin Home next to the Fashion Street,5561.1936,8.9,0.55,Apartment,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
10,Cappuccino Apartment with Balcony and FREE PARKING,3200.58899082569,8.5,2.80,Apartment,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
11,Queen's Court Hotel & Residence,3544.20247619048,9.2,0.95,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
12,Joy Apartments on Kiraly street,1671.03552380952,9.3,0.35,Apartment,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
13,Danubius Hotel Erzsébet City Center,1725.3,7.9,0.65,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
14,Up Hotel Budapest,2559.52761904762,9.0,1.25,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
15,Promenade City Hotel,1916.53142857143,8.4,0.50,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
16,DONATICOEUR Bellevue,6781.55313043478,8.6,1.50,Apartment,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
17,Luxurious Central 4BEDRM 3BATHRM Residence w/ Balcony,9091.45443478261,9.9,0.75,Apartment,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
18,Charming & Cozy Stylish Apartment in the Heart of Budapest,7623.23243478261,9.1,1.25,Apartment,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
19,Hotel President,2248.41047619048,8.1,0.80,Hotel,Budapest,2025-08-01,2025-08-10,Jueves,Sabado
0,"BUDAPEST DOWNTOWN RESIDENCES LEO - AC, ELEVATOR, TERRACE",2272.61026086957,8.9,2.20,Apartment,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
1,Hilton Budapest,2787.32,8.8,1.80,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
2,Hotel Foldana,1417.8200952381,9.0,3.65,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
3,Up Hotel Budapest,2383.79885714286,9.0,1.25,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
4,Queen's Court Hotel & Residence,3186.20495238095,9.2,0.95,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
5,Hotel President,2044.59085714286,8.1,0.80,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
6,T62 Hotel,1468.27152380952,9.2,1.40,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
7,ZOYA LUXURY RESIDENCE,2490.09980952381,9.3,1.65,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
8,Expo Congress Hotel,1690.52,8.1,5.00,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
9,Danubius Hotel Erzsébet City Center,1599.3,7.9,0.65,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
10,Promenade City Hotel,1749.76142857143,8.4,0.50,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
11,"A13- Boutique Apartments, Best Location, by BQA",3107.808,8.4,0.95,Apartment,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
12,Joy Apartments on Kiraly street,1592.61352380952,9.3,0.35,Apartment,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
13,Barceló Budapest,2140.8,9.1,0.25,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
14,Danubius Hotel Hungaria City Center,1301.13,7.7,1.75,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
15,Deluxe Quentin Home next to the Fashion Street,4990.348,8.9,0.55,Apartment,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
16,Corvin Plaza Apartments & Suites,4220.35542857143,8.4,1.55,Aparthotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
17,Ensana Thermal Margaret Island,2132.31,8.9,4.00,Hotel,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
18,Cappuccino Apartment with Balcony and FREE PARKING,3200.58899082569,8.5,2.80,Apartment,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
19,Charming & Cozy Stylish Apartment in the Heart of Budapest,6831.25121739131,9.1,1.25,Apartment,Budapest,2025-08-02,2025-08-11,Viernes,Domingo
0,Up Hotel Budapest,1791.66933333333,9.0,1.25,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
1,"BUDAPEST DOWNTOWN Residences - AC,ELEVATOR,TERRACE",1933.0,9.1,1.70,Apartment,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
2,Anna Hotel,751.71,9.0,3.75,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
3,Novotel Budapest Danube,1674.9,8.1,1.80,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
4,Medos Hotel,1522.8,8.3,1.00,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
5,Budapest Marriott Hotel,2644.34,8.8,0.60,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
6,Maple Tree Budget Apartments,2060.03771428571,8.1,1.60,Apartment,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
7,Manzard Panzio,814.935904761905,8.5,3.70,Bed and breakfast,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
8,Hilton Budapest,2436.22,8.8,1.80,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
9,Three Corners Downtown Hotel,1968.22857142857,9.2,0.65,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
10,Hotel Karin,1056.54,8.3,9.35,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
11,"BUDAPEST DOWNTOWN RESIDENCES LEO - AC, ELEVATOR, TERRACE",1914.90660869565,8.9,2.20,Apartment,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
12,Expo Congress Hotel,1557.58,8.1,5.00,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
13,ELISABETH 50 City Apartments,2128.68914285714,8.1,0.95,Apartment,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
14,Terrace Apartments at City Park,1529.4832,9.4,3.15,Apartment,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
15,Queen's Court Hotel & Residence,2828.19704761905,9.2,0.95,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
16,Barceló Budapest,1839.6,9.1,0.25,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
17,Hotel Millennium,634.151619047619,8.0,3.70,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
18,"Millennium Court, Budapest - Marriott Executive Apartments",2150.352,8.5,0.55,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
19,Danubius Hotel Hungaria City Center,1183.86,7.7,1.75,Hotel,Budapest,2025-08-03,2025-08-12,Sabado,Lunes
0,NH Budapest City,1133.71419047619,8.2,1.75,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
1,Hotel Foldana,1199.2699047619,9.0,3.65,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
2,PEST-BUDA Design Hotel,1574.08457142857,8.9,1.90,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
3,Five Season's Apartment,948.24,8.8,1.65,Apartment,Budapest,2025-08-04,2025-08-13,Domingo,Martes
4,Pinball Apartment,832.0872,7.9,1.00,Apartment,Budapest,2025-08-04,2025-08-13,Domingo,Martes
5,BALTAZÁR Boutique Hotel,1574.08457142857,9.0,2.20,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
6,Exclusive apartment with private garden,1033.344,9.7,0.65,Apartment,Budapest,2025-08-04,2025-08-13,Domingo,Martes
7,Hotel Nemzeti Budapest - MGallery,1326.03171428571,8.7,1.15,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
8,Benczur Hotel,1102.45714285714,8.2,2.20,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
9,"BUDAPEST DOWNTOWN Residences - AC,ELEVATOR,TERRACE",1458.12,9.1,1.70,Apartment,Budapest,2025-08-04,2025-08-13,Domingo,Martes
10,IN Budapest Apartments Hotel,1029.44285714286,8.5,1.75,Aparthotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
11,Danubius Hotel Helia,1659.6,8.5,3.15,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
12,Marmara Hotel Budapest,1079.99,7.6,1.50,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
13,Onyx Luxury Budapest,1263.31,9.1,2.05,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
14,"InterContinental Budapest, an IHG Hotel",2153.84,8.6,0.65,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
15,Chic and Very Central,1103.09,9.5,0.25,Apartment,Budapest,2025-08-04,2025-08-13,Domingo,Martes
16,The Rose Garden Apartments,1587.01104761905,8.9,1.55,Apartment,Budapest,2025-08-04,2025-08-13,Domingo,Martes
17,Broadway Apartments,1342.10057142857,9.1,0.80,Apartment,Budapest,2025-08-04,2025-08-13,Domingo,Martes
18,Karma Boutique Apartments,1269.0,9.0,0.95,Aparthotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
19,Hotel Millennium,618.870857142857,8.0,3.70,Hotel,Budapest,2025-08-04,2025-08-13,Domingo,Martes
0,Budapest Marriott Hotel,2099.34,8.8,0.60,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
1,NH Budapest City,1129.33342857143,8.2,1.75,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
2,HELIOS Hotel Apartments,886.79,8.7,5.30,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
3,Leonardo Hotel Budapest,1082.83714285714,8.3,2.15,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
4,Five Season's Apartment,948.24,8.8,1.65,Apartment,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
5,PEST-BUDA Design Hotel,1574.08457142857,8.9,1.90,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
6,Pinball Apartment,820.8032,7.9,1.00,Apartment,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
7,Exclusive apartment with private garden,1033.344,9.7,0.65,Apartment,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
8,Hotel Foldana,1239.86980952381,9.0,3.65,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
9,BALTAZÁR Boutique Hotel,1574.08457142857,9.0,2.20,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
10,Hotel Nemzeti Budapest - MGallery,1300.806,8.7,1.15,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
11,Benczur Hotel,1102.45714285714,8.2,2.20,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
12,Hotel Millennium,618.870857142857,8.0,3.70,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
13,"BUDAPEST DOWNTOWN Residences - AC,ELEVATOR,TERRACE",1458.12,9.1,1.70,Apartment,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
14,The Rose Garden Apartments,1554.35257142857,8.9,1.55,Apartment,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
15,IN Budapest Apartments Hotel,1025.03095238095,8.5,1.75,Aparthotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
16,Danubius Hotel Helia,1659.6,8.5,3.15,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
17,Marmara Hotel Budapest,1079.99,7.6,1.50,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
18,Onyx Luxury Budapest,1258.37904761905,9.1,2.05,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
19,"InterContinental Budapest, an IHG Hotel",2145.12,8.6,0.65,Hotel,Budapest,2025-08-05,2025-08-14,Lunes,Miercoles
0,King-Kongs luxury cave,1446.48,9.4,1.05,Apartment,Budapest,2025-08-06,2025-08-15,Martes,Jueves
1,ibis Budapest Castle Hill,714.209523809524,8.5,2.20,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
2,Leonardo Hotel Budapest,1084.70571428571,8.3,2.15,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
3,NH Budapest City,1108.05247619048,8.2,1.75,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
4,HELIOS Hotel Apartments,886.79,8.7,5.30,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
5,Budapest Marriott Hotel,2099.34,8.8,0.60,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
6,Five Season's Apartment,948.24,8.8,1.65,Apartment,Budapest,2025-08-06,2025-08-15,Martes,Jueves
7,Aquaworld Resort Budapest,2465.47619047619,8.9,12.30,Resort,Budapest,2025-08-06,2025-08-15,Martes,Jueves
8,Pinball Apartment,823.06,7.9,1.00,Apartment,Budapest,2025-08-06,2025-08-15,Martes,Jueves
9,PEST-BUDA Design Hotel,1574.08457142857,8.9,1.90,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
10,Hotel Foldana,1261.70095238095,9.0,3.65,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
11,BALTAZÁR Boutique Hotel,1574.08457142857,9.0,2.20,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
12,The Rose Garden Apartments,1507.93933333333,8.9,1.55,Apartment,Budapest,2025-08-06,2025-08-15,Martes,Jueves
13,Benczur Hotel,1102.45714285714,8.2,2.20,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
14,Hotel Millennium,618.870857142857,8.0,3.70,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
15,Hotel Nemzeti Budapest - MGallery,1275.58028571429,8.7,1.15,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
16,Danubius Hotel Helia,1659.6,8.5,3.15,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
17,"BUDAPEST DOWNTOWN Residences - AC,ELEVATOR,TERRACE",1460.53,9.1,1.70,Apartment,Budapest,2025-08-06,2025-08-15,Martes,Jueves
18,Exclusive apartment with private garden,1033.344,9.7,0.65,Apartment,Budapest,2025-08-06,2025-08-15,Martes,Jueves
19,Marmara Hotel Budapest,1079.99,7.6,1.50,Hotel,Budapest,2025-08-06,2025-08-15,Martes,Jueves
0,King-Kongs luxury cave,1446.48,9.4,1.05,Apartment,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
1,NH Budapest City,1099.39476190476,8.2,1.75,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
2,Chic & Charm Apartment,1216.56,9.3,1.05,Apartment,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
3,Leonardo Hotel Budapest,1084.70571428571,8.3,2.15,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
4,HELIOS Hotel Apartments,886.79,8.7,5.30,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
5,Budapest Marriott Hotel,2099.34,8.8,0.60,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
6,Hotel Foldana,1263.98476190476,9.0,3.65,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
7,Five Season's Apartment,948.24,8.8,1.65,Apartment,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
8,Aquaworld Resort Budapest,2465.47619047619,8.9,12.30,Resort,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
9,PEST-BUDA Design Hotel,1574.08457142857,8.9,1.90,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
10,Pinball Apartment,812.8992,7.9,1.00,Apartment,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
11,BALTAZÁR Boutique Hotel,1574.08457142857,9.0,2.20,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
12,The Rose Garden Apartments,1443.47361904762,8.9,1.55,Apartment,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
13,Hotel Amadeus,858.6,6.6,6.40,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
14,Danubius Hotel Helia,1644.3,8.5,3.15,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
15,Benczur Hotel,1107.12857142857,8.2,2.20,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
16,"BUDAPEST DOWNTOWN Residences - AC,ELEVATOR,TERRACE",1468.72,9.1,1.70,Apartment,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
17,Hotel Nemzeti Budapest - MGallery,1281.46628571429,8.7,1.15,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
18,ibis Budapest Castle Hill,714.209523809524,8.5,2.20,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
19,Marmara Hotel Budapest,1068.03,7.6,1.50,Hotel,Budapest,2025-08-07,2025-08-16,Miercoles,Viernes
0,"Radisson Blu Béke Hotel, Budapest",1252.0,8.8,1.25,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
1,King-Kongs luxury cave,1446.48,9.4,1.05,Apartment,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
2,Jungle design apartment,1045.47,8.8,1.85,Apartment,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
3,Lonyay Street Apartment,875.5,9.3,1.80,Apartment,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
4,Hotel Zenit Budapest Palace,1547.8,8.7,0.55,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
5,Pinball Apartment,793.7008,7.9,1.00,Apartment,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
6,Budapest Marriott Hotel,2099.34,8.8,0.60,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
7,D8 Hotel,1290.1759047619,8.9,0.55,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
8,ibis Budapest Castle Hill,707.503428571428,8.5,2.20,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
9,NH Budapest City,1090.73704761905,8.2,1.75,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
10,Five Season's Apartment,948.24,8.8,1.65,Apartment,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
11,PEST-BUDA Design Hotel,1574.08457142857,8.9,1.90,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
12,HELIOS Hotel Apartments,886.79,8.7,5.30,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
13,Real Deluxe next to Danube,1241.432,9.4,1.15,Apartment,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
14,Danubius Hotel Helia,1609.88,8.5,3.15,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
15,The Rose Garden Apartments,1374.71019047619,8.9,1.55,Apartment,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
16,Aquaworld Resort Budapest,2465.47619047619,8.9,12.30,Resort,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
17,Hotel Foldana,1277.03361904762,9.0,3.65,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
18,BALTAZÁR Boutique Hotel,1574.08457142857,9.0,2.20,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
19,Marmara Hotel Budapest,1056.07,7.6,1.50,Hotel,Budapest,2025-08-08,2025-08-17,Jueves,Sabado
0,"Radisson Blu Béke Hotel, Budapest",1252.0,8.8,1.25,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
1,King-Kongs luxury cave,1446.48,9.4,1.05,Apartment,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
2,NH Collection Budapest City Center,1017.81085714286,8.8,1.25,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
3,Jungle design apartment,1045.47,8.8,1.85,Apartment,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
4,Lonyay Street Apartment,875.5,9.3,1.80,Apartment,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
5,Budapest Marriott Hotel,2099.34,8.8,0.60,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
6,Hotel Zenit Budapest Palace,1521.84761904762,8.7,0.55,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
7,Leonardo Hotel Budapest,1077.23142857143,8.3,2.15,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
8,Pinball Apartment,759.8384,7.9,1.00,Apartment,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
9,D8 Hotel,1248.91161904762,8.9,0.55,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
10,Pink Rose Boutiques,532.904347826087,,1.05,Guest house,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
11,Exclusive apartment with private garden,1033.344,9.7,0.65,Apartment,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
12,The Rose Garden Apartments,1310.24447619048,8.9,1.55,Apartment,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
13,PEST-BUDA Design Hotel,1574.08457142857,8.9,1.90,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
14,Five Season's Apartment,948.24,8.8,1.65,Apartment,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
15,Park Plaza Budapest,1975.5,8.6,1.40,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
16,ibis Budapest Castle Hill,689.897333333333,8.5,2.20,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
17,"InterContinental Budapest, an IHG Hotel",2163.65,8.6,0.65,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
18,Budapest Magic Exotic in Downtown,1062.86939130435,9.6,0.90,Apartment,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
19,Danubius Hotel Helia,1586.93,8.5,3.15,Hotel,Budapest,2025-08-09,2025-08-18,Viernes,Domingo
0,Novotel Budapest Danube,1185.76,8.1,1.80,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
1,The Rose Garden Apartments,1235.4600952381,8.9,1.55,Apartment,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
2,Lonyay Street Apartment,875.5,9.3,1.80,Apartment,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
3,King-Kongs luxury cave,1446.48,9.4,1.05,Apartment,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
4,Jungle design apartment,1045.47,8.8,1.85,Apartment,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
5,Hotel Zenit Budapest Palace,1501.08571428571,8.7,0.55,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
6,"Radisson Blu Béke Hotel, Budapest",1251.0,8.8,1.25,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
7,Benczur Hotel,869.82,8.2,2.20,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
8,Budapest Magic Exotic in Downtown,942.74147826087,9.6,0.90,Apartment,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
9,Leonardo Hotel Budapest,1068.82285714286,8.3,2.15,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
10,NH Budapest City,1076.17257142857,8.2,1.75,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
11,Danubius Hotel Helia,1563.98,8.5,3.15,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
12,Stylish downtown apartment,1171.44,8.9,0.75,Apartment,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
13,HELIOS Hotel Apartments,886.79,8.7,5.30,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
14,PEST-BUDA Design Hotel,1574.08457142857,8.9,1.90,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
15,Marmara Hotel Budapest,1008.23,7.6,1.50,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
16,Tempo Life Apartman,902.01,8.4,1.05,Apartment,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
17,Novotel Budapest Centrum,1386.89523809524,8.3,1.25,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
18,Park Plaza Budapest,1927.8,8.6,1.40,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
19,BALTAZÁR Boutique Hotel,1574.08457142857,9.0,2.20,Hotel,Budapest,2025-08-10,2025-08-19,Sabado,Lunes
0,ibis Budapest Castle Hill,689.897333333333,8.5,2.20,Hotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
1,Corvin Plaza Apartments & Suites,1059.14780952381,8.4,1.55,Aparthotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
2,The Rose Garden Apartments,1195.06780952381,8.9,1.55,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
3,Pinball Apartment,694.3496,7.9,1.00,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
4,Benczur Hotel,869.82,8.2,2.20,Hotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
5,Emerald Downtown Luxury Suites by Continental Group,1748.98285714286,9.5,0.35,Aparthotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
6,Budapest City Apartments For Groups,1447.74,9.3,1.30,Apartment,Budapest,2025-08-11,2025-08-20,Domingo,Martes
7,NH Budapest City,1082.96171428571,8.2,1.75,Hotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
8,Hotel Zenit Budapest Palace,1511.46666666667,8.7,0.55,Hotel,Budapest,2025-08-11,2025-08-20,Domingo,Martes
